age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
51,Private,155481,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,7600,1,40,Canada,>50K
25,Private,24298,9th,6,Never-married,Transport-moving,Other-relative,Black,Male,-23,0,66,United-States,<=50K
34,Private,246444,9th,5,Divorced,Transport-moving,Own-child,White,Male,-19,0,40,United-States,<=50K
28,Private,264908,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-25,0,40,?,<=50K
42,Private,297187,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,-9,1,40,United-States,>50K
34,Private,317762,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-36,0,40,United-States,<=50K
19,Private,32351,11th,8,Divorced,Transport-moving,Own-child,White,Male,-22,0,40,United-States,<=50K
26,Private,414642,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,-7,0,44,United-States,<=50K
50,Local-gov,279822,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Male,-10,0,40,United-States,<=50K
21,Private,348463,HS-grad,9,Never-married,Other-service,Own-child,White,Male,-26,0,40,United-States,<=50K
45,Local-gov,38942,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Male,-56,1,40,United-States,<=50K
18,Private,306232,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,3084,0,15,United-States,<=50K
39,Private,359322,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,-24,0,6,United-States,<=50K
28,Private,202842,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,-6,0,40,?,>50K
70,Private,32642,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,-9,0,40,United-States,<=50K
45,Federal-gov,227554,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,Other,Male,-6,-1,40,United-States,<=50K
29,Private,180293,11th,7,Never-married,Adm-clerical,Other-relative,White,Female,-17,0,12,United-States,<=50K
45,Private,83764,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Female,-15,0,30,United-States,<=50K
44,Federal-gov,68271,Prof-school,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,-8,-1,40,United-States,>50K
50,Private,130689,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,11,0,43,United-States,>50K
61,Self-emp-not-inc,200833,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,-4,0,35,United-States,<=50K
25,Private,214795,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Male,-33,0,40,United-States,<=50K
48,?,200219,HS-grad,9,Never-married,?,Not-in-family,White,Female,-24,-1,19,United-States,<=50K
46,Private,186618,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,-3,1,57,United-States,>50K
46,Private,100953,HS-grad,9,Widowed,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,-20,0,40,South,<=50K
37,Private,392538,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,-21,0,20,United-States,<=50K
54,Private,115292,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,-2,0,40,United-States,>50K
51,Private,280097,Assoc-acdm,3,Married-civ-spouse,Protective-serv,Husband,White,Male,7,-1,40,United-States,>50K
25,Private,132180,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,-22,1,40,Taiwan,>50K
42,Private,271718,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,-22,0,40,United-States,>50K
42,Local-gov,108919,Masters,14,Married-civ-spouse,Protective-serv,Husband,Black,Male,3346,0,40,United-States,<=50K
21,Private,173379,HS-grad,9,Married-spouse-absent,Other-service,Other-relative,Black,Male,-28,-1,40,United-States,<=50K
44,Private,319349,12th,8,Separated,Machine-op-inspct,Unmarried,White,Female,2337,0,40,United-States,<=50K
50,Private,149180,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,13,0,44,United-States,>50K
61,Private,191777,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,Female,-16,0,7,United-States,>50K
53,Local-gov,278340,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-6,0,81,United-States,>50K
71,?,250770,Bachelors,13,Never-married,?,Not-in-family,White,Female,0,-1,29,United-States,<=50K
20,Private,36966,11th,7,Never-married,Sales,Own-child,White,Male,2,0,31,United-States,<=50K
39,Private,248738,5th-6th,7,Separated,Priv-house-serv,Unmarried,Black,Female,-23,0,40,United-States,<=50K
42,Private,98550,HS-grad,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,-1,0,50,United-States,>50K
16,Private,158563,11th,8,Never-married,Sales,Own-child,White,Female,-4,0,24,United-States,<=50K
40,Private,139528,7th-8th,4,Divorced,Farming-fishing,Unmarried,White,Female,-18,0,40,United-States,<=50K
59,Private,185128,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2779,-1,40,Dominican-Republic,<=50K
20,Private,139511,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,-21,0,70,United-States,<=50K
19,Private,215495,Bachelors,13,Never-married,Other-service,Own-child,White,Female,-12,0,23,United-States,<=50K
45,Private,114514,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-26,-1,40,United-States,<=50K
50,Private,33294,Some-college,10,Divorced,?,Not-in-family,White,Female,-20,0,40,United-States,<=50K
31,Local-gov,196824,Preschool,2,Never-married,Farming-fishing,Not-in-family,Other,Male,-22,0,40,Mexico,<=50K
54,Local-gov,188776,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,-3,0,40,United-States,<=50K
66,Self-emp-inc,123943,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-9,0,57,United-States,>50K
20,Private,112723,HS-grad,7,Never-married,Sales,Own-child,Black,Male,-54,0,30,United-States,<=50K
30,Private,297217,Some-college,15,Married-civ-spouse,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,-8,0,40,India,<=50K
45,Local-gov,76018,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,-30,-1,40,United-States,<=50K
19,Private,122927,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,-9,0,30,United-States,<=50K
42,Private,155615,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-21,0,34,Cuba,<=50K
40,Private,90665,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,13,0,45,United-States,<=50K
29,Private,150956,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,-13,0,30,United-States,<=50K
54,Self-emp-inc,276761,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,19,0,57,United-States,>50K
37,Private,260882,Some-college,10,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,-4,0,35,Canada,<=50K
51,Private,230678,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-5,0,40,Philippines,>50K
43,Local-gov,240829,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,-1,40,United-States,<=50K
48,Private,189221,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,-25,0,56,Dominican-Republic,<=50K
22,Private,202020,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Female,3784,-1,40,United-States,<=50K
49,Federal-gov,109961,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-6,0,35,India,>50K
45,Local-gov,174954,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-21,0,40,United-States,>50K
31,Federal-gov,354042,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,-23,0,40,United-States,>50K
39,Private,53504,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7255,0,45,United-States,<=50K
23,Private,295658,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,13,-1,21,United-States,<=50K
20,?,120554,Some-college,10,Divorced,?,Not-in-family,White,Male,2794,-1,40,United-States,<=50K
42,Local-gov,198921,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Female,-8,0,40,United-States,<=50K
20,Private,297898,Some-college,10,Never-married,Sales,Own-child,White,Female,-15,-1,40,Haiti,<=50K
41,Private,169226,Assoc-voc,14,Married-civ-spouse,Exec-managerial,Wife,White,Male,14591,0,40,United-States,>50K
21,Private,106869,HS-grad,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,-11,-1,35,Philippines,<=50K
22,Private,372279,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-25,0,16,United-States,<=50K
42,Private,324564,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,-17,0,40,Mexico,<=50K
61,Self-emp-inc,228353,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,-13,0,40,United-States,>50K
42,Private,336730,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,-31,0,68,United-States,<=50K
21,Private,265207,Assoc-acdm,13,Never-married,Adm-clerical,Other-relative,White,Female,-18,0,45,United-States,<=50K
26,Private,40159,Some-college,10,Never-married,Sales,Other-relative,White,Male,13,0,44,United-States,<=50K
37,Local-gov,39375,Bachelors,13,Separated,Prof-specialty,Not-in-family,Black,Female,-5,0,36,United-States,<=50K
43,Local-gov,90764,Bachelors,13,Separated,Prof-specialty,Husband,White,Male,-29,0,40,United-States,>50K
37,Private,346556,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-12,0,31,United-States,>50K
42,Private,119265,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Female,12,-1,40,Jamaica,<=50K
63,Private,115915,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Male,3161,0,44,Iran,<=50K
45,Private,229584,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-22,0,20,United-States,<=50K
49,Private,190829,Prof-school,4,Married-spouse-absent,Other-service,Unmarried,White,Female,-34,0,40,Puerto-Rico,<=50K
27,Federal-gov,186426,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,-22,0,40,United-States,>50K
25,Private,143058,11th,7,Never-married,Other-service,Unmarried,White,Female,-15,-1,40,United-States,<=50K
64,Private,133903,Doctorate,7,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,-13,-1,40,France,<=50K
71,?,158028,11th,4,Married-civ-spouse,?,Husband,White,Male,-35,-1,20,United-States,>50K
21,Self-emp-inc,131069,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,14640,0,40,?,<=50K
33,Private,263459,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,-17,0,30,United-States,<=50K
62,Private,53419,9th,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,-41,0,40,United-States,>50K
62,Private,28539,12th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,58,United-States,>50K
68,Self-emp-not-inc,63503,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-2,1,40,United-States,<=50K
33,Private,337657,1st-4th,2,Separated,Handlers-cleaners,Not-in-family,White,Male,-13,0,40,Mexico,<=50K
51,Private,129775,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,14,0,40,United-States,>50K
18,Private,168487,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,-26,0,40,United-States,<=50K
44,Private,320833,HS-grad,13,Divorced,Adm-clerical,Not-in-family,White,Female,-21,1,36,United-States,<=50K
38,Private,274682,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,-14,0,40,United-States,>50K
20,Private,182333,Some-college,10,Never-married,Craft-repair,Own-child,Black,Male,0,-1,20,United-States,<=50K
24,State-gov,260511,10th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,-14,1771,40,United-States,<=50K
40,Self-emp-not-inc,207384,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,-40,0,69,United-States,<=50K
32,Federal-gov,186731,Masters,14,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,-34,0,40,United-States,<=50K
50,Private,233794,7th-8th,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,-14,-1,40,United-States,<=50K
30,Private,172773,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,-5,0,49,United-States,<=50K
25,Federal-gov,221397,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,-30,0,36,United-States,>50K
43,Private,173805,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,-8,0,30,United-States,<=50K
60,Private,188958,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,<=50K
41,?,27997,HS-grad,9,Divorced,?,Unmarried,Black,Female,-10,0,40,United-States,<=50K
41,Private,109494,Some-college,10,Never-married,Protective-serv,Unmarried,White,Male,-18,1,49,United-States,<=50K
27,Private,532964,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,-16,0,30,United-States,<=50K
65,Private,83339,11th,7,Widowed,Adm-clerical,Not-in-family,White,Female,-23,-1,30,United-States,<=50K
29,?,28939,Assoc-acdm,13,Separated,?,Not-in-family,White,Male,2598,0,31,United-States,<=50K
47,?,18920,Assoc-acdm,4,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,2202,0,40,United-States,<=50K
56,Private,253374,1st-4th,2,Widowed,Machine-op-inspct,Unmarried,White,Male,5,0,40,Mexico,<=50K
37,Self-emp-not-inc,318801,HS-grad,9,Married-AF-spouse,Other-service,Wife,White,Female,-34,0,21,United-States,>50K
23,Private,169442,11th,7,Never-married,Priv-house-serv,Unmarried,White,Female,4,0,40,United-States,<=50K
25,Private,21981,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,2638,0,40,United-States,<=50K
20,Self-emp-not-inc,174592,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Female,-18,0,22,United-States,<=50K
26,Self-emp-not-inc,234892,HS-grad,9,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,12,0,30,South,<=50K
43,Self-emp-not-inc,324515,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,13,0,30,United-States,<=50K
21,Private,184757,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,15060,0,59,United-States,>50K
65,?,76084,5th-6th,4,Married-civ-spouse,?,Husband,White,Male,-32,0,40,United-States,<=50K
46,Self-emp-inc,162547,HS-grad,9,Never-married,Sales,Own-child,White,Male,-27,-1,58,United-States,<=50K
26,Private,261192,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,-26,0,40,United-States,<=50K
23,Private,344006,9th,3,Divorced,Priv-house-serv,Not-in-family,White,Female,-9,0,40,Dominican-Republic,<=50K
24,Private,16585,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Male,-40,-1,40,United-States,<=50K
25,Private,201014,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,-21,-1,40,United-States,>50K
28,Private,212031,Bachelors,13,Never-married,Prof-specialty,Husband,Black,Male,-12,0,44,Mexico,>50K
16,?,524093,Some-college,10,Never-married,?,Own-child,White,Male,2,-1,19,United-States,<=50K
43,Private,329357,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,-21,0,44,United-States,<=50K
25,Private,63096,Bachelors,13,Never-married,Other-service,Own-child,White,Male,-5,0,40,United-States,<=50K
26,State-gov,204429,Doctorate,16,Never-married,Prof-specialty,Unmarried,White,Male,-28,0,35,United-States,>50K
20,Private,270718,12th,8,Never-married,Other-service,Own-child,White,Male,-16,0,21,United-States,<=50K
45,Local-gov,136996,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,6,-1,40,United-States,>50K
60,?,320413,Some-college,10,Divorced,?,Not-in-family,White,Male,2934,1,22,United-States,<=50K
42,Private,254611,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,6,-1,66,China,<=50K
40,Private,83474,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,-11,-2,40,United-States,>50K
40,Private,105153,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,328557,Some-college,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,3,-1,21,England,<=50K
40,Self-emp-inc,252536,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,14789,0,40,United-States,>50K
46,Private,15115,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,-23,0,40,United-States,>50K
41,Federal-gov,86977,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,-21,-1,55,United-States,>50K
39,Self-emp-not-inc,181188,Masters,10,Separated,Exec-managerial,Unmarried,White,Female,-22,0,40,United-States,<=50K
40,Private,257593,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,-1,0,40,Philippines,<=50K
27,Private,27950,9th,15,Separated,Prof-specialty,Unmarried,White,Male,5,0,40,United-States,<=50K
51,Private,51388,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,-11,0,40,United-States,>50K
32,Local-gov,224363,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-8,-1,43,United-States,>50K
39,Private,113821,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,-29,0,40,Mexico,<=50K
47,Private,34024,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,-3,-1,35,United-States,<=50K
52,Private,234718,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,Other,Male,-21,-1,40,Canada,<=50K
41,Self-emp-not-inc,164923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-17,0,20,United-States,<=50K
22,Private,172024,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,-15,0,22,Jamaica,<=50K
48,Private,176939,HS-grad,9,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,-17,0,33,United-States,<=50K
43,Private,142119,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,5,0,40,Thailand,<=50K
40,Private,129275,10th,11,Married-civ-spouse,Other-service,Wife,White,Female,-3,-1,40,United-States,<=50K
57,Private,84359,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,5,0,40,United-States,<=50K
20,Self-emp-not-inc,361981,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,14,-1,40,United-States,<=50K
39,Private,48977,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-21,-1,40,United-States,<=50K
43,Self-emp-not-inc,198492,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-1,-1,40,United-States,>50K
38,Private,82817,Assoc-voc,11,Divorced,Handlers-cleaners,Unmarried,White,Female,-13,0,36,United-States,<=50K
47,Private,339257,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,5,-1,40,United-States,<=50K
49,Private,235067,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,-25,0,40,United-States,<=50K
61,Federal-gov,338642,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,14,0,30,?,<=50K
18,Private,282702,11th,7,Never-married,Adm-clerical,Own-child,White,Male,-25,0,24,United-States,<=50K
25,Private,284507,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,3315,-1,21,?,<=50K
22,?,158915,Bachelors,13,Never-married,?,Own-child,White,Male,3414,1,36,United-States,<=50K
44,Private,210632,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-2,-1,20,Poland,<=50K
44,Private,346616,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,-7,0,20,United-States,<=50K
26,Private,334434,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,-8,0,21,United-States,<=50K
40,Private,105988,HS-grad,9,Married-spouse-absent,Other-service,Own-child,Black,Female,-1,0,30,Haiti,<=50K
27,Private,33941,Doctorate,15,Never-married,Prof-specialty,Not-in-family,White,Male,7679,-1,61,United-States,<=50K
45,Private,220602,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,-3,0,40,United-States,>50K
53,Private,73217,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-44,0,40,United-States,<=50K
